"","Year","CountryName","TotalAdj","predicted","residuals","Gold","Silver","Bronze","locCity"
"2890",2012,"Lebanon",0,0,-0.458862953047001,0,0,0,"London"
"1179",1980,"Lesotho",0,0,-0.22147032482338,0,0,0,"Moskva"
"1393",1984,"Lesotho",0,1,-1.40692579778794,0,0,0,"Los Angeles"
"1607",1988,"Lesotho",0,0,2.67118864088896,0,0,0,"Seoul"
"1821",1992,"Lesotho",0,0,-0.16845616934468,0,0,0,"Barcelona"
"2035",1996,"Lesotho",0,0,0.504381645326988,0,0,0,"Atlanta"
"2249",2000,"Lesotho",0,0,0.0977736850073781,0,0,0,"Sydney"
"2463",2004,"Lesotho",0,0,0.472353623245247,0,0,0,"Athina"
"2677",2008,"Lesotho",0,0,0.394176477482466,0,0,0,"Beijing"
"2891",2012,"Lesotho",0,0,0.428640671675604,0,0,0,"London"
"324",1964,"Liberia",0,0,0.130159273433493,0,0,0,"Tokyo"
"752",1972,"Liberia",0,0,0.518738157336761,0,0,0,"Munchen"
"1394",1984,"Liberia",0,2,-1.72700236329185,0,0,0,"Los Angeles"
"1608",1988,"Liberia",0,0,2.39706187497908,0,0,0,"Seoul"
"2036",1996,"Liberia",0,0,1.00497690968159,0,0,0,"Atlanta"
"2250",2000,"Liberia",0,0,0.210095167999354,0,0,0,"Sydney"
"2464",2004,"Liberia",0,0,0.767166541509757,0,0,0,"Athina"
"2678",2008,"Liberia",0,0,0.589527861974198,0,0,0,"Beijing"
"2892",2012,"Liberia",0,0,0.528898465683222,0,0,0,"London"
"1823",1992,"Libya",0,1,-1.36103359109103,0,0,0,"Barcelona"
"2037",1996,"Libya",0,1,-0.590077117445773,0,0,0,"Atlanta"
"2251",2000,"Libya",0,1,-1.07429531839118,0,0,0,"Sydney"
"2465",2004,"Libya",0,1,-0.550647099806756,0,0,0,"Athina"
"2679",2008,"Libya",0,1,-0.859115391298254,0,0,0,"Beijing"
"2039",1996,"Lithuania",1,2,-1.08916338000554,0,0,1,"Atlanta"
"2253",2000,"Lithuania",5,2,3.32837014194111,2,0,3,"Sydney"
"2467",2004,"Lithuania",3,5,-2.10013679094092,1,2,0,"Athina"
"2681",2008,"Lithuania",5,3,1.54986635491115,0,2,3,"Beijing"
"2895",2012,"Lithuania",5,5,-0.125322637052548,2,1,2,"London"
"328",1964,"Luxembourg",0,0,-0.295080073972007,0,0,0,"Tokyo"
"542",1968,"Luxembourg",0,0,-0.0326403815310859,0,0,0,"Ciudad de Mexico"
"756",1972,"Luxembourg",0,0,0.0281291747432256,0,0,0,"Munchen"
"970",1976,"Luxembourg",0,0,0.633022767791731,0,0,0,"Montreal"
"1184",1980,"Luxembourg",0,1,-1.01913246217543,0,0,0,"Moskva"
"1398",1984,"Luxembourg",0,2,-2.21889735024837,0,0,0,"Los Angeles"
"1612",1988,"Luxembourg",0,0,1.73570352616004,0,0,0,"Seoul"
"1826",1992,"Luxembourg",0,1,-1.09839304429168,0,0,0,"Barcelona"
"2040",1996,"Luxembourg",0,0,-0.476673337389283,0,0,0,"Atlanta"
"2254",2000,"Luxembourg",0,1,-0.896011443473933,0,0,0,"Sydney"
"2468",2004,"Luxembourg",0,1,-0.53677573638492,0,0,0,"Athina"
"2682",2008,"Luxembourg",0,1,-0.675349079067729,0,0,0,"Beijing"
"2896",2012,"Luxembourg",0,1,-0.518760176050899,0,0,0,"London"
"2256",2000,"Macedonia, FYR",0,0,-0.375872516035284,0,0,0,"Sydney"
"2470",2004,"Macedonia, FYR",0,0,0.011174584327379,0,0,0,"Athina"
"2684",2008,"Macedonia, FYR",0,0,-0.159069135547943,0,0,0,"Beijing"
"2898",2012,"Macedonia, FYR",0,0,0.00762216822683297,0,0,0,"London"
"545",1968,"Madagascar",0,0,-0.0461532617492887,0,0,0,"Ciudad de Mexico"
"759",1972,"Madagascar",0,0,0.10844762120935,0,0,0,"Munchen"
"1187",1980,"Madagascar",0,1,-0.925083647771238,0,0,0,"Moskva"
"1401",1984,"Madagascar",0,2,-2.12141843119452,0,0,0,"Los Angeles"
"1829",1992,"Madagascar",0,1,-0.6259567239685,0,0,0,"Barcelona"
"2043",1996,"Madagascar",0,0,-0.000932654322715141,0,0,0,"Atlanta"
"2257",2000,"Madagascar",0,0,-0.41639287036598,0,0,0,"Sydney"
"2471",2004,"Madagascar",0,0,0.0657560744425893,0,0,0,"Athina"
"2685",2008,"Madagascar",0,0,-0.163268899496624,0,0,0,"Beijing"
"2899",2012,"Madagascar",0,0,-0.0229242953270059,0,0,0,"London"
"1402",1984,"Malawi",0,2,-1.84516428649359,0,0,0,"Los Angeles"
"1616",1988,"Malawi",0,0,2.29833388379897,0,0,0,"Seoul"
"1830",1992,"Malawi",0,0,-0.464386614670577,0,0,0,"Barcelona"
"2044",1996,"Malawi",0,0,0.174000275322588,0,0,0,"Atlanta"
"2258",2000,"Malawi",0,0,-0.167827622280301,0,0,0,"Sydney"
"2472",2004,"Malawi",0,0,0.224907604850474,0,0,0,"Athina"
"2686",2008,"Malawi",0,0,0.0815816446129534,0,0,0,"Beijing"
"2900",2012,"Malawi",0,0,0.2412686947021,0,0,0,"London"
"547",1968,"Malaysia",0,0,-0.440423924296069,0,0,0,"Ciudad de Mexico"
"761",1972,"Malaysia",0,0,-0.321939218649949,0,0,0,"Munchen"
"975",1976,"Malaysia",0,0,0.222081587366899,0,0,0,"Montreal"
"1403",1984,"Malaysia",0,3,-2.88328067179545,0,0,0,"Los Angeles"
"1617",1988,"Malaysia",0,0,1.29576080796172,0,0,0,"Seoul"
"1831",1992,"Malaysia",1,2,-0.54425100187703,0,0,1,"Barcelona"
"2045",1996,"Malaysia",2,2,0.0676446091718433,0,1,1,"Atlanta"
"2259",2000,"Malaysia",0,3,-3.26921877534709,0,0,0,"Sydney"
"2473",2004,"Malaysia",0,1,-0.96854820030918,0,0,0,"Athina"
"2687",2008,"Malaysia",1,1,-0.150886960516238,0,1,0,"Beijing"
"2901",2012,"Malaysia",2,2,-0.0120672380978888,0,1,1,"London"
"549",1968,"Mali",0,0,0.292820441405823,0,0,0,"Ciudad de Mexico"
"763",1972,"Mali",0,0,0.421751865159959,0,0,0,"Munchen"
"1191",1980,"Mali",0,1,-0.671934408840782,0,0,0,"Moskva"
"1405",1984,"Mali",0,2,-1.87077668029939,0,0,0,"Los Angeles"
"1619",1988,"Mali",0,0,2.19324404240223,0,0,0,"Seoul"
"1833",1992,"Mali",0,1,-0.604811789875461,0,0,0,"Barcelona"
"2047",1996,"Mali",0,0,0.132270488598709,0,0,0,"Atlanta"
"2261",2000,"Mali",0,0,-0.26820168446024,0,0,0,"Sydney"
"2475",2004,"Mali",0,0,0.0352190708590705,0,0,0,"Athina"
"2689",2008,"Mali",0,0,-0.137597510627664,0,0,0,"Beijing"
"2903",2012,"Mali",0,0,-0.029729910728983,0,0,0,"London"
"1622",1988,"Mauritania",0,0,2.42303201143891,0,0,0,"Seoul"
"1836",1992,"Mauritania",0,0,-0.388677196852483,0,0,0,"Barcelona"
"2050",1996,"Mauritania",0,0,0.326640623420557,0,0,0,"Atlanta"
"2264",2000,"Mauritania",0,0,-0.0644145043823579,0,0,0,"Sydney"
"2478",2004,"Mauritania",0,0,0.34680184660061,0,0,0,"Athina"
"2692",2008,"Mauritania",0,0,0.130246166468333,0,0,0,"Beijing"
"2906",2012,"Mauritania",0,0,0.257606327440992,0,0,0,"London"
"1623",1988,"Mauritius",0,0,2.1800543231815,0,0,0,"Seoul"
"1837",1992,"Mauritius",0,1,-0.625944991150496,0,0,0,"Barcelona"
"2051",1996,"Mauritius",0,0,-0.0118304751379083,0,0,0,"Atlanta"
"2265",2000,"Mauritius",0,0,-0.446785264693293,0,0,0,"Sydney"
"2479",2004,"Mauritius",0,0,-0.0296949624595963,0,0,0,"Athina"
"2693",2008,"Mauritius",1,0,0.851113893470033,0,0,1,"Beijing"
"2907",2012,"Mauritius",0,1,-0.949964423422035,0,0,0,"London"
"340",1964,"Mexico",1,2,-1.22358250984157,0,0,1,"Tokyo"
"554",1968,"Mexico",9,2,6.97210708977454,3,3,3,"Ciudad de Mexico"
"768",1972,"Mexico",1,9,-8.40354232362642,0,1,0,"Munchen"
"982",1976,"Mexico",2,1,0.651312557852471,1,0,1,"Montreal"
"1196",1980,"Mexico",4,4,-0.00297402790082663,0,1,3,"Moskva"
"1410",1984,"Mexico",6,7,-1.13554381459549,2,3,1,"Los Angeles"
"1624",1988,"Mexico",2,5,-2.83247246059402,0,0,2,"Seoul"
"1838",1992,"Mexico",1,4,-2.98498679478235,0,1,0,"Barcelona"
"2052",1996,"Mexico",1,2,-1.36989494518259,0,0,1,"Atlanta"
"2266",2000,"Mexico",6,3,3.03863087099367,1,2,3,"Sydney"
"2480",2004,"Mexico",4,7,-3.15100152036693,0,3,1,"Athina"
"2694",2008,"Mexico",3,5,-2.38158839549762,2,0,1,"Beijing"
"2908",2012,"Mexico",7,4,2.69114773381448,1,3,3,"London"
"2268",2000,"Moldova",2,2,0.0648346957938701,0,1,1,"Sydney"
"2482",2004,"Moldova",0,2,-1.63138134773028,0,0,0,"Athina"
"2696",2008,"Moldova",1,0,0.98581059191965,0,0,1,"Beijing"
"2910",2012,"Moldova",2,1,1.15521075319049,0,0,2,"London"
"1628",1988,"Mongolia",1,2,-0.688495543879777,0,0,1,"Seoul"
"1842",1992,"Mongolia",2,1,0.708634107251384,0,0,2,"Barcelona"
"2056",1996,"Mongolia",1,2,-0.521272752630518,0,0,1,"Atlanta"
"2270",2000,"Mongolia",0,1,-0.958490305398045,0,0,0,"Sydney"
"2484",2004,"Mongolia",1,0,1.32291813713962,0,0,1,"Athina"
"2698",2008,"Mongolia",4,1,3.07623039100473,2,2,0,"Beijing"
"2912",2012,"Mongolia",5,4,1.24572900907328,0,2,3,"London"
"2913",2012,"Montenegro",1,0,1.25980373871915,0,1,0,"London"
"346",1964,"Morocco",0,2,-1.60808127239429,0,0,0,"Tokyo"
"560",1968,"Morocco",0,0,-0.408386969654683,0,0,0,"Ciudad de Mexico"
"774",1972,"Morocco",0,0,-0.307842238885114,0,0,0,"Munchen"
"988",1976,"Morocco",0,0,0.28191479317295,0,0,0,"Montreal"
"1416",1984,"Morocco",2,3,-0.579363562859584,2,0,0,"Los Angeles"
"1630",1988,"Morocco",3,0,2.56599394430412,1,0,2,"Seoul"
"1844",1992,"Morocco",3,4,-1.12581750528258,1,1,1,"Barcelona"
"2058",1996,"Morocco",2,3,-1.49249196620424,0,0,2,"Atlanta"
"2272",2000,"Morocco",5,3,2.01508003999302,0,1,4,"Sydney"
"2486",2004,"Morocco",3,5,-2.40264365339703,2,1,0,"Athina"
"2700",2008,"Morocco",2,4,-1.66251762736714,0,1,1,"Beijing"
"2914",2012,"Morocco",1,3,-1.59204604659223,0,0,1,"London"
"1417",1984,"Mozambique",0,2,-2.16620517142518,0,0,0,"Los Angeles"
"1631",1988,"Mozambique",0,0,2.16661560648138,0,0,0,"Seoul"
"1845",1992,"Mozambique",0,0,-0.495186576266471,0,0,0,"Barcelona"
"2059",1996,"Mozambique",1,0,1.06195835538055,0,0,1,"Atlanta"
"2273",2000,"Mozambique",1,1,-0.38492396448433,1,0,0,"Sydney"
"2487",2004,"Mozambique",0,1,-0.952234836055711,0,0,0,"Athina"
"2701",2008,"Mozambique",0,0,-0.180197070730262,0,0,0,"Beijing"
"2915",2012,"Mozambique",0,0,-0.133499044683909,0,0,0,"London"
"2061",1996,"Namibia",2,2,0.187937123911522,0,2,0,"Atlanta"
"2275",2000,"Namibia",0,2,-2.2712589040902,0,0,0,"Sydney"
"2489",2004,"Namibia",0,0,-0.0441115494489709,0,0,0,"Athina"
"2703",2008,"Namibia",0,0,-0.125984501491208,0,0,0,"Beijing"
"2917",2012,"Namibia",0,0,-0.0875194823022717,0,0,0,"London"
"778",1972,"Nepal",0,0,0.187044796788708,0,0,0,"Munchen"
"992",1976,"Nepal",0,0,0.864852072732513,0,0,0,"Montreal"
"1206",1980,"Nepal",0,1,-0.70424345973763,0,0,0,"Moskva"
"1420",1984,"Nepal",0,2,-2.08537382621875,0,0,0,"Los Angeles"
"1634",1988,"Nepal",0,0,2.00756037839778,0,0,0,"Seoul"
"1848",1992,"Nepal",0,1,-0.665646063309716,0,0,0,"Barcelona"
"2062",1996,"Nepal",0,0,-0.0424230050607287,0,0,0,"Atlanta"
"2276",2000,"Nepal",0,1,-0.526727781843005,0,0,0,"Sydney"
"2490",2004,"Nepal",0,0,-0.0941602359864558,0,0,0,"Athina"
"2704",2008,"Nepal",0,0,-0.254483825852494,0,0,0,"Beijing"
"2918",2012,"Nepal",0,0,-0.222230088675853,0,0,0,"London"
"351",1964,"Netherlands",10,4,5.9390302927455,2,4,4,"Tokyo"
"565",1968,"Netherlands",7,10,-3.4133736993145,3,3,1,"Ciudad de Mexico"
"779",1972,"Netherlands",5,8,-2.55755448559941,3,1,1,"Munchen"
"993",1976,"Netherlands",5,5,-0.114680432447137,0,2,3,"Montreal"
"1207",1980,"Netherlands",3,7,-3.77205878493528,0,1,2,"Moskva"
"1421",1984,"Netherlands",13,6,6.89760385500032,5,2,6,"Los Angeles"
"1635",1988,"Netherlands",9,11,-2.44857595577246,2,2,5,"Seoul"
"1849",1992,"Netherlands",15,10,4.50994088204913,2,6,7,"Barcelona"
"2063",1996,"Netherlands",19,15,3.54564618682265,4,5,10,"Atlanta"
"2277",2000,"Netherlands",25,20,5.40786012211543,12,9,4,"Sydney"
"2491",2004,"Netherlands",22,25,-2.82309768483251,4,9,9,"Athina"
"2705",2008,"Netherlands",16,22,-6.12057195635588,7,5,4,"Beijing"
"2919",2012,"Netherlands",20,16,3.68539870233674,6,6,8,"London"
"353",1964,"New Zealand",5,4,1.24201585964454,3,0,2,"Tokyo"
"567",1968,"New Zealand",3,5,-2.20991097121719,1,0,2,"Ciudad de Mexico"
"781",1972,"New Zealand",3,3,-0.291813112347011,1,1,1,"Munchen"
"995",1976,"New Zealand",4,3,1.38607697197304,2,1,1,"Montreal"
"1209",1980,"New Zealand",0,5,-5.19127864382134,0,0,0,"Moskva"
"1423",1984,"New Zealand",11,3,8.27635923941737,8,1,2,"Los Angeles"
"1637",1988,"New Zealand",13,9,3.95306511134327,3,2,8,"Seoul"
"1851",1992,"New Zealand",10,14,-3.57171103542982,1,4,5,"Barcelona"
"2065",1996,"New Zealand",6,10,-4.21664739786958,3,2,1,"Atlanta"
"2279",2000,"New Zealand",4,7,-2.81222940973458,1,0,3,"Sydney"
"2493",2004,"New Zealand",5,5,0.366056216559752,3,2,0,"Athina"
"2707",2008,"New Zealand",9,6,3.36542150597213,3,2,4,"Beijing"
"2921",2012,"New Zealand",13,9,3.70953148570658,6,2,5,"London"
"782",1972,"Nicaragua",0,0,0.246803397382144,0,0,0,"Munchen"
"996",1976,"Nicaragua",0,0,0.805004724921968,0,0,0,"Montreal"
"1210",1980,"Nicaragua",0,1,-0.722032326006668,0,0,0,"Moskva"
"1424",1984,"Nicaragua",0,2,-2.13150403069513,0,0,0,"Los Angeles"
"1852",1992,"Nicaragua",0,0,-0.456660038455861,0,0,0,"Barcelona"
"2066",1996,"Nicaragua",0,0,-0.0154639391902818,0,0,0,"Atlanta"
"2280",2000,"Nicaragua",0,0,-0.491973024398236,0,0,0,"Sydney"
"2494",2004,"Nicaragua",0,0,-0.0118332864342281,0,0,0,"Athina"
"2708",2008,"Nicaragua",0,0,-0.113267632240709,0,0,0,"Beijing"
"2922",2012,"Nicaragua",0,0,-0.0282480887178019,0,0,0,"London"
"569",1968,"Niger",0,0,0.103395771620871,0,0,0,"Ciudad de Mexico"
"783",1972,"Niger",1,0,1.29355255889116,0,0,1,"Munchen"
"1425",1984,"Niger",0,3,-2.83797490596993,0,0,0,"Los Angeles"
"1639",1988,"Niger",0,0,2.14520007260328,0,0,0,"Seoul"
"1853",1992,"Niger",0,1,-0.544485056886761,0,0,0,"Barcelona"
"2067",1996,"Niger",0,0,0.216873626452391,0,0,0,"Atlanta"
"2281",2000,"Niger",0,0,-0.177117692893965,0,0,0,"Sydney"
"2495",2004,"Niger",0,0,0.178379606240368,0,0,0,"Athina"
"2709",2008,"Niger",0,0,0.00931676403423064,0,0,0,"Beijing"
"2923",2012,"Niger",0,0,0.0982865548655986,0,0,0,"London"
"356",1964,"Nigeria",1,1,0.105558254236036,0,0,1,"Tokyo"
"570",1968,"Nigeria",0,1,-1.49603966595757,0,0,0,"Ciudad de Mexico"
"784",1972,"Nigeria",1,1,0.410156606070379,0,0,1,"Munchen"
"1212",1980,"Nigeria",0,3,-2.72781819426009,0,0,0,"Moskva"
"1426",1984,"Nigeria",2,3,-0.837520398362977,0,1,1,"Los Angeles"
"1640",1988,"Nigeria",0,0,-0.459425012101196,0,0,0,"Seoul"
"1854",1992,"Nigeria",4,1,2.65840164141669,0,3,1,"Barcelona"
"2068",1996,"Nigeria",6,4,1.57547368923688,2,1,3,"Atlanta"
"2282",2000,"Nigeria",3,7,-3.80529272339168,1,2,0,"Sydney"
"2496",2004,"Nigeria",2,4,-1.67868714169224,0,0,2,"Athina"
"2710",2008,"Nigeria",4,3,0.997770204429803,0,1,3,"Beijing"
