GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total,Wbcountry,GDP,Pop
Summer,1988,Seoul,South Korea,9,Great Britain,5,10,9,24,United Kingdom,851138384916,56928327
Summer,1988,Seoul,South Korea,10,Hungary,11,6,6,23,Hungary,28570620031,10596487
Summer,1988,Seoul,South Korea,11,France,6,4,6,16,France,1001159453805,57803824
Summer,1988,Seoul,South Korea,12,Poland,2,5,9,16,Poland,68823925668,37824487
Summer,1988,Seoul,South Korea,13,Italy,6,4,4,14,Italy,859052483314,56629288
Summer,1988,Seoul,South Korea,14,Japan,4,3,7,14,Japan,3015393553892,122613000
Summer,1988,Seoul,South Korea,15,Australia,3,6,5,14,Australia,236924476135,16532200
Summer,1988,Seoul,South Korea,16,New Zealand,3,2,8,13,New Zealand,44770068058,3283400
Summer,1988,Seoul,South Korea,17,Yugoslavia,3,4,5,12,"Macedonia, FYR",0,1995338
Summer,1988,Seoul,South Korea,18,Sweden,0,4,7,11,Sweden,196376974801,8436489
Summer,1988,Seoul,South Korea,19,Canada,3,2,5,10,Canada,498166896888,26895000
Summer,1988,Seoul,South Korea,20,Kenya,5,2,2,9,Kenya,8355380879,21896890
Summer,1988,Seoul,South Korea,21,Netherlands,2,2,5,9,Netherlands,242608986509,14760094
Summer,1988,Seoul,South Korea,22,Czechoslovakia,3,3,2,8,Czech Republic,0,10355276
Summer,1988,Seoul,South Korea,23,Brazil,1,2,3,6,Brazil,330397381998,144452622
Summer,1988,Seoul,South Korea,24,Norway,2,3,0,5,Norway,100057081479,4209488
Summer,1988,Seoul,South Korea,25,Denmark,2,1,1,4,Denmark,113230780658,5129516
Summer,1988,Seoul,South Korea,26,Spain,1,1,2,4,Spain,365230566611,38715849
Summer,1988,Seoul,South Korea,27,Finland,1,1,2,4,Finland,107182658138,4946481
Summer,1988,Seoul,South Korea,28,Switzerland,0,2,2,4,Switzerland,197908057169,6593386
Summer,1988,Seoul,South Korea,29,Morocco,1,0,2,3,Morocco,22198388384,23739980
Summer,1988,Seoul,South Korea,30,Turkey,1,1,0,2,Turkey,90852814005,52125597
Summer,1988,Seoul,South Korea,31,Jamaica,0,2,0,2,Jamaica,3828342820,2356400
Summer,1988,Seoul,South Korea,32,Argentina,0,1,1,2,Argentina,126206817196,31713147
Summer,1988,Seoul,South Korea,33,Belgium,0,0,2,2,Belgium,160323578328,9901664
Summer,1988,Seoul,South Korea,34,Mexico,0,0,2,2,Mexico,183144276294,82635332
Summer,1988,Seoul,South Korea,35,Suriname,1,0,0,1,Suriname,1160900000,393483
Summer,1988,Seoul,South Korea,36,Austria,1,0,0,1,Austria,131969428285,7585317
Summer,1988,Seoul,South Korea,37,Portugal,1,0,0,1,Portugal,55595568641,10019610
Summer,1988,Seoul,South Korea,38,Chile,0,1,0,1,Chile,24640912616,12757095
Summer,1988,Seoul,South Korea,39,Iran,0,1,0,1,"Iran, Islamic Rep.",116305831423,53250434
Summer,1988,Seoul,South Korea,40,Costa Rica,0,1,0,1,Costa Rica,6063759371,2924348
Summer,1988,Seoul,South Korea,41,United States Virgin Islands,0,1,0,1,Virgin Islands (U.S.),1204600064,104500
Summer,1988,Seoul,South Korea,43,Peru,0,1,0,1,Peru,12375610634,20875714
Summer,1988,Seoul,South Korea,44,Indonesia,0,1,0,1,Indonesia,88787623310,172265107
Summer,1988,Seoul,South Korea,45,Senegal,0,1,0,1,Senegal,4985152887,7062329
Summer,1988,Seoul,South Korea,46,Philippines,0,0,1,1,Philippines,37885485203,58867229
Summer,1988,Seoul,South Korea,47,Colombia,0,0,1,1,Colombia,39212545681,32009024
Summer,1988,Seoul,South Korea,48,Thailand,0,0,1,1,Thailand,61667254411,54956736
Summer,1988,Seoul,South Korea,49,Mongolia,0,0,1,1,Mongolia,3204461568,2089721
Summer,1988,Seoul,South Korea,50,Pakistan,0,0,1,1,Pakistan,38472741071,104583470
Summer,1988,Seoul,South Korea,51,Djibouti,0,0,1,1,Djibouti,395794554,524393
Summer,1988,Seoul,South Korea,52,Greece,0,0,1,1,Greece,72720009814,10036983
Winter,1988,Calgary,Canada,1,Soviet Union,11,9,9,29,Russian Federation,0,146857000
Winter,1988,Calgary,Canada,2,East Germany,9,10,6,25,Germany,1355992248618,78144619
Winter,1988,Calgary,Canada,3,Switzerland,5,5,5,15,Switzerland,197908057169,6593386
Winter,1988,Calgary,Canada,4,Austria,3,5,2,10,Austria,131969428285,7585317
Winter,1988,Calgary,Canada,5,West Germany,2,4,2,8,Germany,1355992248618,78144619
Winter,1988,Calgary,Canada,6,Finland,4,1,2,7,Finland,107182658138,4946481
Winter,1988,Calgary,Canada,7,Netherlands,3,2,2,7,Netherlands,242608986509,14760094
Winter,1988,Calgary,Canada,8,Sweden,4,0,2,6,Sweden,196376974801,8436489
Winter,1988,Calgary,Canada,9,United States,2,1,3,6,United States,5252600000000,244499000
Winter,1988,Calgary,Canada,10,Italy,2,1,2,5,Italy,859052483314,56629288
Winter,1988,Calgary,Canada,11,Norway,0,3,2,5,Norway,100057081479,4209488
Winter,1988,Calgary,Canada,12,Canada,0,2,3,5,Canada,498166896888,26895000
Winter,1988,Calgary,Canada,13,Yugoslavia,0,2,1,3,"Macedonia, FYR",0,1995338
Winter,1988,Calgary,Canada,14,Czechoslovakia,0,1,2,3,Czech Republic,0,10355276
Winter,1988,Calgary,Canada,15,France,1,0,1,2,France,1001159453805,57803824
Winter,1988,Calgary,Canada,16,Liechtenstein,0,0,1,1,Liechtenstein,1161757671,28089
Winter,1988,Calgary,Canada,17,Japan,0,0,1,1,Japan,3015393553892,122613000
Summer,1984,Los Angeles,United States,1,United States,83,61,30,174,United States,4040700000000,235825000
Summer,1984,Los Angeles,United States,2,West Germany,17,19,23,59,Germany,701699792253,77858685
Summer,1984,Los Angeles,United States,3,Romania,20,16,17,53,Romania,0,22655940
Summer,1984,Los Angeles,United States,4,Canada,10,18,16,44,Canada,347140761331,25702000
Summer,1984,Los Angeles,United States,5,Great Britain,5,11,21,37,United Kingdom,438830806065,56422072
Summer,1984,Los Angeles,United States,6,China,15,8,9,32,China,257432147241,1036825000
Summer,1984,Los Angeles,United States,7,Italy,14,6,12,32,Italy,421898527725,56576718
Summer,1984,Los Angeles,United States,8,Japan,10,8,14,32,Japan,1294608503865,120018000
Summer,1984,Los Angeles,United States,9,France,5,7,16,28,France,521686181791,56489874
Summer,1984,Los Angeles,United States,10,Australia,4,8,12,24,Australia,193593551893,15544000
Summer,1984,Los Angeles,United States,11,South Korea,6,6,7,19,"Korea, Rep.",93210997792,40406000
Summer,1984,Los Angeles,United States,12,Sweden,2,11,6,19,Sweden,103603931430,8336605
Summer,1984,Los Angeles,United States,13,Yugoslavia,7,4,7,18,"Macedonia, FYR",0,1939913
Summer,1984,Los Angeles,United States,14,Netherlands,5,2,6,13,Netherlands,133307005495,14424211
Summer,1984,Los Angeles,United States,15,Finland,4,2,6,12,Finland,52118124258,4881803
Summer,1984,Los Angeles,United States,16,New Zealand,8,1,2,11,New Zealand,21435165426,3227100
Summer,1984,Los Angeles,United States,17,Brazil,1,5,2,8,Brazil,209023912697,133364277
Summer,1984,Los Angeles,United States,18,Switzerland,0,4,4,8,Switzerland,100501184695,6441865
Summer,1984,Los Angeles,United States,19,Mexico,2,3,1,6,Mexico,175632163244,76351106
Summer,1984,Los Angeles,United States,20,Denmark,0,3,3,6,Denmark,57714597455,5111619
Summer,1984,Los Angeles,United States,21,Spain,1,2,2,5,Spain,167102230764,38278575
Summer,1984,Los Angeles,United States,22,Belgium,1,1,2,4,Belgium,82334988808,9855372
Summer,1984,Los Angeles,United States,23,Austria,1,1,1,3,Austria,67286843408,7561434
Summer,1984,Los Angeles,United States,24,Kenya,1,0,2,3,Kenya,6191437070,18942464
Summer,1984,Los Angeles,United States,25,Portugal,1,0,2,3,Portugal,24881557290,9996232
Summer,1984,Los Angeles,United States,26,Norway,0,1,2,3,Norway,61098572566,4140099
Summer,1984,Los Angeles,United States,27,Jamaica,0,1,2,3,Jamaica,2373564501,2279900
Summer,1984,Los Angeles,United States,28,Venezuela,0,0,3,3,"Venezuela, RB",55952339080,16867806
Summer,1984,Los Angeles,United States,29,Turkey,0,0,3,3,Turkey,59989909458,48138191
Summer,1984,Los Angeles,United States,30,Morocco,2,0,0,2,Morocco,12751251348,21776104
Summer,1984,Los Angeles,United States,31,Puerto Rico,0,1,1,2,Puerto Rico,19163000000,3344190
Summer,1984,Los Angeles,United States,32,Nigeria,0,1,1,2,Nigeria,28500815241,81775217
Summer,1984,Los Angeles,United States,33,Greece,0,1,1,2,Greece,45790167010,9895801
Summer,1984,Los Angeles,United States,34,Algeria,0,0,2,2,Algeria,53698280323,22150483
Summer,1984,Los Angeles,United States,35,Pakistan,1,0,0,1,Pakistan,31151825048,91643160
Summer,1984,Los Angeles,United States,36,Egypt,0,1,0,1,"Egypt, Arab Rep.",30642873686,49190419
Summer,1984,Los Angeles,United States,37,Thailand,0,1,0,1,Thailand,41797647302,51090390
Summer,1984,Los Angeles,United States,38,Cote d'Ivoire,0,1,0,1,Cote d'Ivoire,6841639250,9771533
Summer,1984,Los Angeles,United States,39,Ireland,0,1,0,1,Ireland,19745507272,3532423
Summer,1984,Los Angeles,United States,40,Colombia,0,1,0,1,Colombia,38253120738,29438030
Summer,1984,Los Angeles,United States,41,Peru,0,1,0,1,Peru,19845514734,19081183
Summer,1984,Los Angeles,United States,42,Syria,0,1,0,1,Syrian Arab Republic,17503082977,10313558
Summer,1984,Los Angeles,United States,43,Iceland,0,0,1,1,Iceland,2822006038,239511
Summer,1984,Los Angeles,United States,44,Zambia,0,0,1,1,Zambia,2719518827,6636560
Summer,1984,Los Angeles,United States,45,Dominican Republic,0,0,1,1,Dominican Republic,10330399744,6381602
Summer,1984,Los Angeles,United States,46,Cameroon,0,0,1,1,Cameroon,7801858401,10070779
Winter,1984,Sarajevo,Yugoslavia,1,Soviet Union,6,10,9,25,Russian Federation,0,142745000
Winter,1984,Sarajevo,Yugoslavia,2,East Germany,9,9,6,24,Germany,701699792253,77858685
Winter,1984,Sarajevo,Yugoslavia,3,Finland,4,3,6,13,Finland,52118124258,4881803
Winter,1984,Sarajevo,Yugoslavia,4,Norway,3,2,4,9,Norway,61098572566,4140099
Winter,1984,Sarajevo,Yugoslavia,5,United States,4,4,0,8,United States,4040700000000,235825000
Winter,1984,Sarajevo,Yugoslavia,6,Sweden,4,2,2,8,Sweden,103603931430,8336605
Winter,1984,Sarajevo,Yugoslavia,7,Czechoslovakia,0,2,4,6,Czech Republic,0,10330213
Winter,1984,Sarajevo,Yugoslavia,8,Switzerland,2,2,1,5,Switzerland,100501184695,6441865
Winter,1984,Sarajevo,Yugoslavia,9,West Germany,2,1,1,4,Germany,701699792253,77858685
Winter,1984,Sarajevo,Yugoslavia,10,Canada,2,1,1,4,Canada,347140761331,25702000
Winter,1984,Sarajevo,Yugoslavia,11,France,0,1,2,3,France,521686181791,56489874
Winter,1984,Sarajevo,Yugoslavia,12,Italy,2,0,0,2,Italy,421898527725,56576718
Winter,1984,Sarajevo,Yugoslavia,13,Liechtenstein,0,0,2,2,Liechtenstein,502620921,27009
Winter,1984,Sarajevo,Yugoslavia,14,Great Britain,1,0,0,1,United Kingdom,438830806065,56422072
Winter,1984,Sarajevo,Yugoslavia,15,Yugoslavia,0,1,0,1,"Macedonia, FYR",0,1939913
Winter,1984,Sarajevo,Yugoslavia,16,Japan,0,1,0,1,Japan,1294608503865,120018000
Winter,1984,Sarajevo,Yugoslavia,17,Austria,0,0,1,1,Austria,67286843408,7561434
Summer,1980,Moskva,Soviet Union,1,Soviet Union,80,69,46,195,Russian Federation,0,139010000
Summer,1980,Moskva,Soviet Union,2,East Germany,47,37,42,126,Germany,919609249883,78288576
Summer,1980,Moskva,Soviet Union,3,Bulgaria,8,16,17,41,Bulgaria,20039628408,8861535
Summer,1980,Moskva,Soviet Union,4,Hungary,7,10,15,32,Hungary,22163405825,10711122
Summer,1980,Moskva,Soviet Union,5,Poland,3,14,15,32,Poland,0,35574150
Summer,1980,Moskva,Soviet Union,6,Romania,6,6,13,25,Romania,0,22242653
Summer,1980,Moskva,Soviet Union,7,Great Britain,5,7,9,21,United Kingdom,541910295143,56314216
Summer,1980,Moskva,Soviet Union,8,Cuba,8,7,5,20,Cuba,19912889808,9835085
Summer,1980,Moskva,Soviet Union,9,Italy,8,3,4,15,Italy,459830080798,56433883
Summer,1980,Moskva,Soviet Union,10,France,6,5,3,14,France,690324433406,55224670
Summer,1980,Moskva,Soviet Union,11,Czechoslovakia,2,3,9,14,Czech Republic,0,10304193
Summer,1980,Moskva,Soviet Union,12,Sweden,3,3,6,12,Sweden,134808728958,8310531
Summer,1980,Moskva,Soviet Union,13,Yugoslavia,2,3,4,9,"Macedonia, FYR",0,1895727
Summer,1980,Moskva,Soviet Union,14,Australia,2,2,5,9,Australia,149957660167,14692000
Summer,1980,Moskva,Soviet Union,15,Finland,3,1,4,8,Finland,53007650622,4779535
Summer,1980,Moskva,Soviet Union,16,Spain,1,3,2,6,Spain,226003471829,37439035
Summer,1980,Moskva,Soviet Union,17,Denmark,2,1,2,5,Denmark,69709363190,5123027
Summer,1980,Moskva,Soviet Union,18,North Korea,0,3,2,5,"Korea, Dem. Rep.",0,17372172
Summer,1980,Moskva,Soviet Union,19,Brazil,2,0,2,4,Brazil,235024598984,121740438
Summer,1980,Moskva,Soviet Union,20,Ethiopia,2,0,2,4,Ethiopia,0,35241209
Summer,1980,Moskva,Soviet Union,21,Austria,1,2,1,4,Austria,81215814720,7549433
Summer,1980,Moskva,Soviet Union,22,Mongolia,0,2,2,4,Mongolia,0,1689621
Summer,1980,Moskva,Soviet Union,23,Mexico,0,1,3,4,Mexico,194356825709,70353013
Summer,1980,Moskva,Soviet Union,24,Greece,1,0,2,3,Greece,54190721018,9642505
Summer,1980,Moskva,Soviet Union,25,Netherlands,0,1,2,3,Netherlands,180770339171,14149800
Summer,1980,Moskva,Soviet Union,26,Jamaica,0,0,3,3,Jamaica,2679379401,2133000
Summer,1980,Moskva,Soviet Union,27,Switzerland,2,0,0,2,Switzerland,112531847652,6319408
Summer,1980,Moskva,Soviet Union,28,Tanzania,0,2,0,2,Tanzania,0,18686808
Summer,1980,Moskva,Soviet Union,29,Ireland,0,1,1,2,Ireland,21357236498,3412800
Summer,1980,Moskva,Soviet Union,30,Belgium,1,0,0,1,Belgium,125285531605,9859242
Summer,1980,Moskva,Soviet Union,31,India,1,0,0,1,India,189594121314,698965575
Summer,1980,Moskva,Soviet Union,32,Zimbabwe,1,0,0,1,Zimbabwe,6678868224,7289069
Summer,1980,Moskva,Soviet Union,33,Venezuela,0,1,0,1,"Venezuela, RB",67135122864,15096432
Summer,1980,Moskva,Soviet Union,34,Uganda,0,1,0,1,Uganda,1244610000,12549779
Summer,1980,Moskva,Soviet Union,35,Guyana,0,0,1,1,Guyana,603200000,776927
Summer,1980,Moskva,Soviet Union,36,Lebanon,0,0,1,1,Lebanon,0,2605294
Winter,1980,Lake Placid,United States,1,East Germany,9,7,7,23,Germany,919609249883,78288576
Winter,1980,Lake Placid,United States,2,Soviet Union,10,6,6,22,Russian Federation,0,139010000
Winter,1980,Lake Placid,United States,3,United States,6,4,2,12,United States,2862500000000,227225000
Winter,1980,Lake Placid,United States,4,Norway,1,3,6,10,Norway,63714366699,4085620
Winter,1980,Lake Placid,United States,5,Finland,1,5,3,9,Finland,53007650622,4779535
Winter,1980,Lake Placid,United States,6,Austria,3,2,2,7,Austria,81215814720,7549433
Winter,1980,Lake Placid,United States,7,Switzerland,1,1,3,5,Switzerland,112531847652,6319408
Winter,1980,Lake Placid,United States,8,West Germany,0,2,3,5,Germany,919609249883,78288576
Winter,1980,Lake Placid,United States,9,Sweden,3,0,1,4,Sweden,134808728958,8310531
Winter,1980,Lake Placid,United States,10,Liechtenstein,2,2,0,4,Liechtenstein,534699257,25869
Winter,1980,Lake Placid,United States,11,Netherlands,1,2,1,4,Netherlands,180770339171,14149800
Winter,1980,Lake Placid,United States,12,Italy,0,2,0,2,Italy,459830080798,56433883
Winter,1980,Lake Placid,United States,13,Canada,0,1,1,2,Canada,268893260349,24593000
Winter,1980,Lake Placid,United States,14,Great Britain,1,0,0,1,United Kingdom,541910295143,56314216
Winter,1980,Lake Placid,United States,15,Japan,0,1,0,1,Japan,1086988088501,116782000
Winter,1980,Lake Placid,United States,16,Hungary,0,1,0,1,Hungary,22163405825,10711122
Winter,1980,Lake Placid,United States,17,France,0,0,1,1,France,690324433406,55224670
Winter,1980,Lake Placid,United States,18,Bulgaria,0,0,1,1,Bulgaria,20039628408,8861535
Winter,1980,Lake Placid,United States,19,Czechoslovakia,0,0,1,1,Czech Republic,0,10304193
Summer,1976,Montreal,Canada,1,Soviet Union,49,41,35,125,Russian Federation,0,135146686
Summer,1976,Montreal,Canada,2,United States,34,35,25,94,United States,1877600000000,218035000
Summer,1976,Montreal,Canada,3,East Germany,40,25,25,90,Germany,502973378650,78336950
Summer,1976,Montreal,Canada,4,West Germany,10,12,17,39,Germany,502973378650,78336950
Summer,1976,Montreal,Canada,5,Romania,4,9,14,27,Romania,0,21551634
Summer,1976,Montreal,Canada,6,Poland,7,6,13,26,Poland,0,34356300
Summer,1976,Montreal,Canada,7,Japan,9,6,10,25,Japan,576405865273,112771000
Summer,1976,Montreal,Canada,8,Bulgaria,6,9,7,22,Bulgaria,0,8758599
Summer,1976,Montreal,Canada,9,Hungary,4,5,13,22,Hungary,12689645219,10598677
Summer,1976,Montreal,Canada,10,Cuba,6,4,3,13,Cuba,13789579893,9543798
Summer,1976,Montreal,Canada,11,Great Britain,3,5,5,13,United Kingdom,227154794943,56211968
Summer,1976,Montreal,Canada,12,Italy,2,7,4,13,Italy,216511885599,55718260
Summer,1976,Montreal,Canada,13,Canada,0,5,6,11,Canada,202833671400,23518000
Summer,1976,Montreal,Canada,14,France,2,3,4,9,France,367269735045,54328016
Summer,1976,Montreal,Canada,15,Yugoslavia,2,3,3,8,"Macedonia, FYR",0,1795556
Summer,1976,Montreal,Canada,16,Czechoslovakia,2,2,4,8,Czech Republic,0,10125939
Summer,1976,Montreal,Canada,17,Finland,4,2,0,6,Finland,31470995538,4725664
Summer,1976,Montreal,Canada,18,South Korea,1,1,4,6,"Korea, Rep.",29554752066,35849000
Summer,1976,Montreal,Canada,19,Belgium,0,3,3,6,Belgium,70248275973,9818227
Summer,1976,Montreal,Canada,20,Sweden,4,1,0,5,Sweden,84781560642,8222286
Summer,1976,Montreal,Canada,21,Netherlands,0,2,3,5,Netherlands,101123520587,13774037
Summer,1976,Montreal,Canada,22,Australia,0,1,4,5,Australia,105025841422,14033000
Summer,1976,Montreal,Canada,23,New Zealand,2,1,1,4,New Zealand,13515337003,3110500
Summer,1976,Montreal,Canada,24,Switzerland,1,1,2,4,Switzerland,0,6302504
Summer,1976,Montreal,Canada,25,Denmark,1,0,2,3,Denmark,43676095947,5072596
Summer,1976,Montreal,Canada,26,North Korea,1,1,0,2,"Korea, Dem. Rep.",0,16539033
Summer,1976,Montreal,Canada,27,Jamaica,1,1,0,2,Jamaica,2966042882,2037716
Summer,1976,Montreal,Canada,28,Norway,1,1,0,2,Norway,35575735361,4026152
Summer,1976,Montreal,Canada,29,Mexico,1,0,1,2,Mexico,89023916067,63486196
Summer,1976,Montreal,Canada,30,Spain,0,2,0,2,Spain,115063799205,35939437
Summer,1976,Montreal,Canada,31,Portugal,0,2,0,2,Portugal,20061590258,9355810
Summer,1976,Montreal,Canada,32,Iran,0,1,1,2,"Iran, Islamic Rep.",63626810883,33901414
Summer,1976,Montreal,Canada,33,Brazil,0,0,2,2,Brazil,152678020453,110808302
Summer,1976,Montreal,Canada,34,Trinidad and Tobago,1,0,0,1,Trinidad and Tobago,2500420784,1025655
Summer,1976,Montreal,Canada,35,Venezuela,0,1,0,1,"Venezuela, RB",36272315695,13196169
Summer,1976,Montreal,Canada,36,Mongolia,0,1,0,1,Mongolia,0,1520864
Summer,1976,Montreal,Canada,37,Thailand,0,0,1,1,Thailand,16985208712,43382444
Summer,1976,Montreal,Canada,38,Puerto Rico,0,0,1,1,Puerto Rico,8969000000,3043854
Summer,1976,Montreal,Canada,39,Bermuda,0,0,1,1,Bermuda,386300000,53200
Summer,1976,Montreal,Canada,40,Pakistan,0,0,1,1,Pakistan,13338485498,70268556
Summer,1976,Montreal,Canada,41,Austria,0,0,1,1,Austria,42518592468,7565525
Winter,1976,Innsbruck,Austria,1,Soviet Union,13,6,8,27,Russian Federation,0,135146686
Winter,1976,Innsbruck,Austria,2,East Germany,7,5,7,19,Germany,502973378650,78336950
Winter,1976,Innsbruck,Austria,3,United States,3,3,4,10,United States,1877600000000,218035000
Winter,1976,Innsbruck,Austria,4,West Germany,2,5,3,10,Germany,502973378650,78336950
Winter,1976,Innsbruck,Austria,5,Norway,3,3,1,7,Norway,35575735361,4026152
Winter,1976,Innsbruck,Austria,6,Finland,2,4,1,7,Finland,31470995538,4725664
Winter,1976,Innsbruck,Austria,7,Austria,2,2,2,6,Austria,42518592468,7565525
Winter,1976,Innsbruck,Austria,8,Netherlands,1,2,3,6,Netherlands,101123520587,13774037
Winter,1976,Innsbruck,Austria,9,Switzerland,1,3,1,5,Switzerland,0,6302504
Winter,1976,Innsbruck,Austria,10,Italy,1,2,1,4,Italy,216511885599,55718260
Winter,1976,Innsbruck,Austria,11,Canada,1,1,1,3,Canada,202833671400,23518000
Winter,1976,Innsbruck,Austria,12,Sweden,0,0,2,2,Sweden,84781560642,8222286
Winter,1976,Innsbruck,Austria,13,Liechtenstein,0,0,2,2,Liechtenstein,272489354,23926
Winter,1976,Innsbruck,Austria,14,Great Britain,1,0,0,1,United Kingdom,227154794943,56211968
Winter,1976,Innsbruck,Austria,15,Czechoslovakia,0,1,0,1,Czech Republic,0,10125939
Winter,1976,Innsbruck,Austria,16,France,0,0,1,1,France,367269735045,54328016
Summer,1972,Munchen,West Germany,1,Soviet Union,50,27,22,99,Russian Federation,0,131909342
Summer,1972,Munchen,West Germany,2,United States,33,31,30,94,United States,1282400000000,209896000
Summer,1972,Munchen,West Germany,3,East Germany,20,23,23,66,Germany,290121986827,78688452
Summer,1972,Munchen,West Germany,4,West Germany,13,11,16,40,Germany,290121986827,78688452
Summer,1972,Munchen,West Germany,5,Hungary,6,13,16,35,Hungary,7074918567,10398489
Summer,1972,Munchen,West Germany,6,Japan,13,8,8,29,Japan,312738030290,107188000
Summer,1972,Munchen,West Germany,7,Poland,7,5,9,21,Poland,0,33055650
Summer,1972,Munchen,West Germany,8,Bulgaria,6,10,5,21,Bulgaria,0,8576200
Summer,1972,Munchen,West Germany,9,Italy,5,3,10,18,Italy,139955971404,54381345
Summer,1972,Munchen,West Germany,10,Great Britain,4,5,9,18,United Kingdom,162199828773,56086065
Summer,1972,Munchen,West Germany,11,Australia,8,7,2,17,Australia,52035046729,13177000
Summer,1972,Munchen,West Germany,12,Sweden,4,6,6,16,Sweden,46444859735,8122300
Summer,1972,Munchen,West Germany,13,Romania,3,6,7,16,Romania,0,20657957
Summer,1972,Munchen,West Germany,14,France,2,4,7,13,France,200955006502,52776806
Summer,1972,Munchen,West Germany,15,Kenya,2,3,4,9,Kenya,2107279157,12083159
Summer,1972,Munchen,West Germany,16,Cuba,3,1,4,8,Cuba,8135150889,9025344
Summer,1972,Munchen,West Germany,17,Finland,3,1,4,8,Finland,14567968587,4639657
Summer,1972,Munchen,West Germany,18,Czechoslovakia,2,4,2,8,Czech Republic,0,9867632
Summer,1972,Munchen,West Germany,19,Netherlands,3,1,1,5,Netherlands,50674951936,13328593
Summer,1972,Munchen,West Germany,20,Yugoslavia,2,1,2,5,"Macedonia, FYR",0,1723445
Summer,1972,Munchen,West Germany,21,North Korea,1,1,3,5,"Korea, Dem. Rep.",0,15214618
Summer,1972,Munchen,West Germany,22,Canada,0,2,3,5,Canada,111034447924,21993631
Summer,1972,Munchen,West Germany,23,Norway,2,1,1,4,Norway,17219726177,3933004
Summer,1972,Munchen,West Germany,24,New Zealand,1,1,1,3,New Zealand,9525203023,2903900
Summer,1972,Munchen,West Germany,25,Switzerland,0,3,0,3,Switzerland,0,6260956
Summer,1972,Munchen,West Germany,26,Iran,0,2,1,3,"Iran, Islamic Rep.",16346614632,30184173
Summer,1972,Munchen,West Germany,27,Colombia,0,1,2,3,Colombia,8671371951,22404289
Summer,1972,Munchen,West Germany,28,Austria,0,1,2,3,Austria,21832965362,7544201
Summer,1972,Munchen,West Germany,29,Uganda,1,1,0,2,Uganda,1490970307,9988441
Summer,1972,Munchen,West Germany,30,Greece,0,2,0,2,Greece,16101411778,8888628
Summer,1972,Munchen,West Germany,31,Belgium,0,2,0,2,Belgium,36756500047,9711115
Summer,1972,Munchen,West Germany,32,Brazil,0,0,2,2,Brazil,58539008796,100812672
Summer,1972,Munchen,West Germany,33,Ethiopia,0,0,2,2,Ethiopia,0,30135531
Summer,1972,Munchen,West Germany,34,Denmark,1,0,0,1,Denmark,22591052336,4991596
Summer,1972,Munchen,West Germany,35,South Korea,0,1,0,1,"Korea, Rep.",10735574843,33265648
Summer,1972,Munchen,West Germany,36,Mexico,0,1,0,1,Mexico,45178119327,56395803
Summer,1972,Munchen,West Germany,37,Lebanon,0,1,0,1,Lebanon,0,2416743
Summer,1972,Munchen,West Germany,38,Pakistan,0,1,0,1,Pakistan,9309109504,62532284
Summer,1972,Munchen,West Germany,39,Tunisia,0,1,0,1,Tunisia,2237570219,5294325
Summer,1972,Munchen,West Germany,40,Argentina,0,1,0,1,Argentina,34733000536,24785830
Summer,1972,Munchen,West Germany,41,Turkey,0,1,0,1,Turkey,20431095406,36475356
Summer,1972,Munchen,West Germany,42,Mongolia,0,1,0,1,Mongolia,0,1356666
Summer,1972,Munchen,West Germany,43,Spain,0,0,1,1,Spain,57414244329,34502705
Summer,1972,Munchen,West Germany,44,Niger,0,0,1,1,Niger,742779660,4664739
Summer,1972,Munchen,West Germany,45,Ghana,0,0,1,1,Ghana,2112593380,9083737
Summer,1972,Munchen,West Germany,46,Nigeria,0,0,1,1,Nigeria,12274416018,58829321
Summer,1972,Munchen,West Germany,47,India,0,0,1,1,India,72716595884,580798773
Summer,1972,Munchen,West Germany,48,Jamaica,0,0,1,1,Jamaica,1875146657,1925162
Winter,1972,Sapporo,Japan,1,Soviet Union,8,5,3,16,Russian Federation,0,131909342
Winter,1972,Sapporo,Japan,2,East Germany,4,3,7,14,Germany,290121986827,78688452
Winter,1972,Sapporo,Japan,3,Norway,2,5,5,12,Norway,17219726177,3933004
Winter,1972,Sapporo,Japan,4,Switzerland,4,3,3,10,Switzerland,0,6260956
Winter,1972,Sapporo,Japan,5,Netherlands,4,3,2,9,Netherlands,50674951936,13328593
Winter,1972,Sapporo,Japan,6,United States,3,2,3,8,United States,1282400000000,209896000
Winter,1972,Sapporo,Japan,7,West Germany,3,1,1,5,Germany,290121986827,78688452
Winter,1972,Sapporo,Japan,8,Italy,2,2,1,5,Italy,139955971404,54381345
Winter,1972,Sapporo,Japan,9,Austria,1,2,2,5,Austria,21832965362,7544201
Winter,1972,Sapporo,Japan,10,Finland,0,4,1,5,Finland,14567968587,4639657
Winter,1972,Sapporo,Japan,11,Sweden,1,1,2,4,Sweden,46444859735,8122300
Winter,1972,Sapporo,Japan,12,Japan,1,1,1,3,Japan,312738030290,107188000
Winter,1972,Sapporo,Japan,13,Czechoslovakia,1,0,2,3,Czech Republic,0,9867632
Winter,1972,Sapporo,Japan,14,France,0,1,2,3,France,200955006502,52776806
Winter,1972,Sapporo,Japan,15,Poland,1,0,0,1,Poland,0,33055650
Winter,1972,Sapporo,Japan,16,Spain,1,0,0,1,Spain,57414244329,34502705
